 -5.0000000e+000  1.6506097e+002
 -4.9000000e+000  1.6007915e+002
 -4.8000000e+000  1.5588555e+002
 -4.7000000e+000  1.5076025e+002
 -4.6000000e+000  1.4505201e+002
 -4.5000000e+000  1.3979229e+002
 -4.4000000e+000  1.3331185e+002
 -4.3000000e+000  1.2676908e+002
 -4.2000000e+000  1.2117642e+002
 -4.1000000e+000  1.1279250e+002
 -4.0000000e+000  1.0661560e+002
 -3.9000000e+000  9.9616841e+001
 -3.8000000e+000  9.2433410e+001
 -3.7000000e+000  8.5796437e+001
 -3.6000000e+000  7.8802213e+001
 -3.5000000e+000  7.2056654e+001
 -3.4000000e+000  6.5187373e+001
 -3.3000000e+000  6.0583347e+001
 -3.2000000e+000  5.5479789e+001
 -3.1000000e+000  5.1062099e+001
 -3.0000000e+000  4.7456974e+001
 -2.9000000e+000  4.2814310e+001
 -2.8000000e+000  4.0296043e+001
 -2.7000000e+000  3.8161846e+001
 -2.6000000e+000  3.6778926e+001
 -2.5000000e+000  3.4445469e+001
 -2.4000000e+000  3.3118120e+001
 -2.3000000e+000  3.3221238e+001
 -2.2000000e+000  3.1945889e+001
 -2.1000000e+000  3.2129759e+001
 -2.0000000e+000  3.1140462e+001
 -1.9000000e+000  2.9759172e+001
 -1.8000000e+000  2.9580402e+001
 -1.7000000e+000  2.7850055e+001
 -1.6000000e+000  2.6607704e+001
 -1.5000000e+000  2.4345941e+001
 -1.4000000e+000  2.2878663e+001
 -1.3000000e+000  2.0256712e+001
 -1.2000000e+000  1.7165053e+001
 -1.1000000e+000  1.4626825e+001
 -1.0000000e+000  1.0868667e+001
 -9.0000000e-001  8.2124816e+000
 -8.0000000e-001  4.9324028e+000
 -7.0000000e-001  1.6882795e+000
 -6.0000000e-001 -1.0205525e+000
 -5.0000000e-001 -4.1983113e+000
 -4.0000000e-001 -6.7675724e+000
 -3.0000000e-001 -8.2516665e+000
 -2.0000000e-001 -9.9410684e+000
 -1.0000000e-001 -1.1067067e+001
  0.0000000e+000 -1.0865209e+001
  1.0000000e-001 -1.0147444e+001
  2.0000000e-001 -1.0451961e+001
  3.0000000e-001 -8.3279237e+000
  4.0000000e-001 -6.4118344e+000
  5.0000000e-001 -3.1624451e+000
  6.0000000e-001 -1.7238790e+000
  7.0000000e-001  1.8028355e+000
  8.0000000e-001  4.8247648e+000
  9.0000000e-001  8.2353957e+000
  1.0000000e+000  1.0717738e+001
  1.1000000e+000  1.5882013e+001
  1.2000000e+000  1.8532751e+001
  1.3000000e+000  2.0425014e+001
  1.4000000e+000  2.3461916e+001
  1.5000000e+000  2.5290211e+001
  1.6000000e+000  2.6760063e+001
  1.7000000e+000  2.8261127e+001
  1.8000000e+000  2.9357449e+001
  1.9000000e+000  2.9828913e+001
  2.0000000e+000  3.1486849e+001
  2.1000000e+000  3.1987509e+001
  2.2000000e+000  3.2019188e+001
  2.3000000e+000  3.3034620e+001
  2.4000000e+000  3.4108335e+001
  2.5000000e+000  3.5649110e+001
  2.6000000e+000  3.6304527e+001
  2.7000000e+000  3.7161833e+001
  2.8000000e+000  4.0421524e+001
  2.9000000e+000  4.3826570e+001
  3.0000000e+000  4.6368967e+001
  3.1000000e+000  5.0824961e+001
  3.2000000e+000  5.4778878e+001
  3.3000000e+000  5.9577166e+001
  3.4000000e+000  6.5759352e+001
  3.5000000e+000  7.2141382e+001
  3.6000000e+000  7.7771610e+001
  3.7000000e+000  8.5268540e+001
  3.8000000e+000  9.2402666e+001
  3.9000000e+000  1.0049592e+002
  4.0000000e+000  1.0690797e+002
  4.1000000e+000  1.1332022e+002
  4.2000000e+000  1.1945652e+002
  4.3000000e+000  1.2728355e+002
  4.4000000e+000  1.3283074e+002
  4.5000000e+000  1.3880636e+002
  4.6000000e+000  1.4493057e+002
  4.7000000e+000  1.4995790e+002
  4.8000000e+000  1.5599635e+002
  4.9000000e+000  1.6018907e+002
  5.0000000e+000  1.6442261e+002
