 -5.0000000e+000  1.5416565e+002
 -4.9000000e+000  1.5186621e+002
 -4.8000000e+000  1.5016597e+002
 -4.7000000e+000  1.4754173e+002
 -4.6000000e+000  1.4588554e+002
 -4.5000000e+000  1.4414159e+002
 -4.4000000e+000  1.3991307e+002
 -4.3000000e+000  1.3485159e+002
 -4.2000000e+000  1.2840161e+002
 -4.1000000e+000  1.1971363e+002
 -4.0000000e+000  1.0981795e+002
 -3.9000000e+000  1.0082423e+002
 -3.8000000e+000  9.0694185e+001
 -3.7000000e+000  8.1391445e+001
 -3.6000000e+000  7.5087793e+001
 -3.5000000e+000  6.7926243e+001
 -3.4000000e+000  6.3060065e+001
 -3.3000000e+000  6.1262040e+001
 -3.2000000e+000  6.0735333e+001
 -3.1000000e+000  6.0254812e+001
 -3.0000000e+000  6.0981094e+001
 -2.9000000e+000  6.1225416e+001
 -2.8000000e+000  6.1055971e+001
 -2.7000000e+000  6.0424413e+001
 -2.6000000e+000  5.7313774e+001
 -2.5000000e+000  5.3320674e+001
 -2.4000000e+000  4.7441414e+001
 -2.3000000e+000  4.0640451e+001
 -2.2000000e+000  3.3457035e+001
 -2.1000000e+000  2.5512160e+001
 -2.0000000e+000  1.9259576e+001
 -1.9000000e+000  1.3286267e+001
 -1.8000000e+000  8.8195956e+000
 -1.7000000e+000  5.0820646e+000
 -1.6000000e+000  5.1199125e+000
 -1.5000000e+000  6.2980330e+000
 -1.4000000e+000  8.4145741e+000
 -1.3000000e+000  1.1117460e+001
 -1.2000000e+000  1.3951805e+001
 -1.1000000e+000  1.5657760e+001
 -1.0000000e+000  1.8142450e+001
 -9.0000000e-001  1.8067308e+001
 -8.0000000e-001  1.6998346e+001
 -7.0000000e-001  1.4174377e+001
 -6.0000000e-001  9.6944504e+000
 -5.0000000e-001  4.9336724e+000
 -4.0000000e-001 -6.3875470e-001
 -3.0000000e-001 -5.5441251e+000
 -2.0000000e-001 -9.5749728e+000
 -1.0000000e-001 -1.2471777e+001
  0.0000000e+000 -1.2785298e+001
  1.0000000e-001 -1.1377469e+001
  2.0000000e-001 -9.6730516e+000
  3.0000000e-001 -5.6336692e+000
  4.0000000e-001 -1.0975132e-001
  5.0000000e-001  4.7907756e+000
  6.0000000e-001  1.0508105e+001
  7.0000000e-001  1.3024475e+001
  8.0000000e-001  1.6238881e+001
  9.0000000e-001  1.7751022e+001
  1.0000000e+000  1.9060977e+001
  1.1000000e+000  1.6675221e+001
  1.2000000e+000  1.3748564e+001
  1.3000000e+000  1.1042859e+001
  1.4000000e+000  8.0721404e+000
  1.5000000e+000  6.6623345e+000
  1.6000000e+000  5.3844481e+000
  1.7000000e+000  6.6148371e+000
  1.8000000e+000  9.1912696e+000
  1.9000000e+000  1.3119406e+001
  2.0000000e+000  1.9078441e+001
  2.1000000e+000  2.6170303e+001
  2.2000000e+000  3.3191524e+001
  2.3000000e+000  4.0863887e+001
  2.4000000e+000  4.7660000e+001
  2.5000000e+000  5.2771305e+001
  2.6000000e+000  5.7879922e+001
  2.7000000e+000  5.9423100e+001
  2.8000000e+000  6.0779910e+001
  2.9000000e+000  6.0588038e+001
  3.0000000e+000  6.1118736e+001
  3.1000000e+000  5.9617799e+001
  3.2000000e+000  5.9031432e+001
  3.3000000e+000  6.1350770e+001
  3.4000000e+000  6.4249645e+001
  3.5000000e+000  6.8222303e+001
  3.6000000e+000  7.4110093e+001
  3.7000000e+000  8.1369792e+001
  3.8000000e+000  9.0401504e+001
  3.9000000e+000  1.0106303e+002
  4.0000000e+000  1.1078686e+002
  4.1000000e+000  1.1916859e+002
  4.2000000e+000  1.2812255e+002
  4.3000000e+000  1.3469791e+002
  4.4000000e+000  1.3972951e+002
  4.5000000e+000  1.4333648e+002
  4.6000000e+000  1.4650545e+002
  4.7000000e+000  1.4727638e+002
  4.8000000e+000  1.4899801e+002
  4.9000000e+000  1.5277316e+002
  5.0000000e+000  1.5466670e+002
